nodeID,nodeLabel,latitude,longitude,country_name,country_ISO3,Logical_Degree,Type
1,Junction,53.23825699761207,-4.024406000000189,Unknown,UNK,0,Junction
2,Junction,58.0027394982986,-4.226196000000184,Unknown,UNK,0,Junction
3,Junction,51.821548997328364,-4.562592500000188,Unknown,UNK,0,Junction
4,Morecambe Station,54.07029299776,-2.8680230000001945,United Kingdom,GB,10,Station
5,Junction,51.65990999729329,-4.770197000000194,Unknown,UNK,0,Junction
6,Junction,51.76850449731688,-4.734502500000195,Unknown,UNK,0,Junction
7,Junction,52.43259299745585,-4.031374000000191,Unknown,UNK,0,Junction
8,Junction,51.64704299729046,-3.3280825000001912,Unknown,UNK,0,Junction
9,Junction,55.97745949805171,-3.6573230000001904,Unknown,UNK,0,Junction
10,Junction,54.61133649784918,-1.0548380000001827,Unknown,UNK,0,Junction
11,Junction,53.41029349764378,-3.0683200000001953,Unknown,UNK,0,Junction
12,Junction,51.84845149733417,1.0348019999997857,Unknown,UNK,0,Junction
13,Junction,51.838548497332006,1.178019499999807,Unknown,UNK,0,Junction
14,Dereham Station,52.67849049750493,0.9486809999997938,United Kingdom,GB,1,Station
15,Junction,51.746228997312095,-3.2788995000001933,Unknown,UNK,0,Junction
16,Junction,55.94652749804748,-4.757929500000189,Unknown,UNK,0,Junction
17,Junction,55.84974449803404,-4.436514500000186,Unknown,UNK,0,Junction
18,Junction,51.82420749732891,-4.559128000000182,Unknown,UNK,0,Junction
19,Junction,53.282908497620355,-4.563890500000178,Unknown,UNK,0,Junction
20,Junction,55.375764497966365,-4.6497360000001855,Unknown,UNK,0,Junction
21,Junction,53.58731249767574,-2.272799500000195,Unknown,UNK,0,Junction
22,Junction,50.748261997084846,-3.54445950000019,Unknown,UNK,0,Junction
23,Junction,55.9935939980539,-2.8316395000001857,Unknown,UNK,0,Junction
24,Junction,54.43700499782105,-0.7747550000001996,Unknown,UNK,0,Junction
25,Pickering Station,54.24919149779007,-0.7778205000001837,United Kingdom,GB,4,Station
26,Junction,51.10759799716921,0.1784424999997892,Unknown,UNK,0,Junction
27,Junction,50.61782299705354,-1.9985500000001901,Unknown,UNK,0,Junction
28,Junction,58.48313849834904,-3.2879240000002063,Unknown,UNK,0,Junction
29,Junction,56.886714998169786,-4.940525500000201,Unknown,UNK,0,Junction
30,Junction,53.105257997587216,0.23619299999978696,Unknown,UNK,0,Junction
31,Junction,51.63796499728848,0.36533849999981133,Unknown,UNK,0,Junction
32,Junction,55.716505998015414,-4.8576815000001785,Unknown,UNK,0,Junction
33,Junction,54.2370449977881,-0.42205000000021087,Unknown,UNK,0,Junction
34,Junction,51.41838149723989,-0.32202350000019664,Unknown,UNK,0,Junction
35,Junction,58.00417299829883,-4.3977805000001755,Unknown,UNK,0,Junction
36,Junction,51.84867199733419,0.716931999999788,Unknown,UNK,0,Junction
37,Junction,56.7012519981467,-4.582570500000199,Unknown,UNK,0,Junction
38,Holyhead Station,53.310094497625386,-4.632450500000202,United Kingdom,GB,1,Station
39,Junction,57.742071498270064,-4.078117000000193,Unknown,UNK,0,Junction
40,Barnstaple Station,51.07364999716137,-4.0604005000001795,United Kingdom,GB,5,Station
41,Caernarfon Station,53.13940049759367,-4.2733465000001996,United Kingdom,GB,0,Station
42,Junction,50.36404949699141,-4.714432500000184,Unknown,UNK,0,Junction
43,Junction,51.6590389972931,-4.780411000000187,Unknown,UNK,0,Junction
44,Junction,51.79880599732344,1.1575239999997986,Unknown,UNK,0,Junction
45,Junction,52.62626099749459,1.3564719999997978,Unknown,UNK,0,Junction
46,Junction,50.26463149696667,-5.163092500000195,Unknown,UNK,0,Junction
47,Junction,50.31871849698015,-4.903020000000198,Unknown,UNK,0,Junction
48,Junction,50.43891449700989,-3.6844925000002067,Unknown,UNK,0,Junction
49,Junction,51.6781089972973,-4.911233000000176,Unknown,UNK,0,Junction
50,Junction,56.204702998082396,-4.7244785000002025,Unknown,UNK,0,Junction
51,Junction,53.28746199762124,-3.8456945000001994,Unknown,UNK,0,Junction
52,Junction,55.976678498051584,-3.6503740000001974,Unknown,UNK,0,Junction
53,Marske Station,54.58771399784544,-1.0207380000001844,United Kingdom,GB,1,Station
54,Junction,57.4818934982406,-4.203446000000181,Unknown,UNK,0,Junction
55,Junction,55.91618849804327,-4.516773500000206,Unknown,UNK,0,Junction
56,Junction,51.72503299730748,-4.715962000000191,Unknown,UNK,0,Junction
57,Junction,51.802058497324154,-4.700398500000204,Unknown,UNK,0,Junction
58,Junction,51.757870997314605,-4.73440200000018,Unknown,UNK,0,Junction
59,Junction,51.828465997329836,-4.483812500000193,Unknown,UNK,0,Junction
60,Junction,54.07452749776076,-2.8209680000001853,Unknown,UNK,0,Junction
61,Junction,52.409191497451104,0.2980104999998086,Unknown,UNK,0,Junction
62,Junction,51.52349099726324,-0.06881400000020425,Unknown,UNK,0,Junction
63,London Road Station,50.83685899710594,-0.13599350000021138,United Kingdom,GB,3,Station
64,Junction,55.9465104980474,-4.593223000000199,Unknown,UNK,0,Junction
65,Junction,51.72284249730698,-5.0374235000001875,Unknown,UNK,0,Junction
66,Downham Market Station,52.605168497490446,0.36868599999979396,United Kingdom,GB,2,Station
67,Junction,50.27999699697047,-5.038239000000206,Unknown,UNK,0,Junction
68,Junction,50.23064949695817,-5.230037000000175,Unknown,UNK,0,Junction
69,Junction,57.810905998277654,-4.043631000000196,Unknown,UNK,0,Junction
70,Junction,55.24781299794742,-4.848027500000199,Unknown,UNK,0,Junction
71,Junction,51.82731699732959,-4.503055500000188,Unknown,UNK,0,Junction
