nodeID,Betweenness,Closeness,Katz,Community
2,1.1035167700064142e-4,0.5555555555555556,1.1990967850833267,1
4,0.012166272389320717,0.06791819291819291,1.1031508877963747,2
5,0,0.6666666666666666,1.0461713687291814,3
13,0,0.34782608695652173,1.0484945556225054,4
20,6.20728183128608e-5,0.4,1.0952298156289304,1
22,0.018166644826230594,0.07831749384019711,6.8954119543500525,5
25,0,0.2857142857142857,1.0462550076351531,6
28,1.1035167700064142e-4,0.6153846153846154,1.192092366523875,4
29,4.8278858687780624e-5,0.4,1.0928682363890685,4
32,8.276375775048106e-5,0.5333333333333333,1.143510286547642,4
34,0,0.34782608695652173,1.0484945556225054,4
35,0,0.3125,1.0485155142183173,1
36,0.009145395231428157,0.06366237482117311,1.0931187113963863,2
38,0.006110724113910519,0.059892328398384924,1.0926124093321252,2
39,0.003062259036767799,0.056529471544715444,1.090705852116779,2
47,4.8278858687780624e-5,0.5,1.143514163261778,4
51,0.009145395231428157,0.03429936796670264,1.094925130568148,7
57,0,0.04250238777459408,1.0462551805841183,8
60,0.003062259036767799,0.05324240248863364,1.1414381381446392,9
70,0.003062259036767799,0.060833902939166094,1.0909139296302155,10
73,0,1,1.0442864723920822,11
77,0.003062259036767799,0.04659685863874346,1.0907052142389502,12
78,0,1,1.0442864723920822,13
88,0.13382899628252787,0.05199205514662928,1.0948326913478539,14
89,0.006110724113910519,0.06457698447250036,1.0972428244845287,15
91,0.015173355587588195,0.05599597332326664,1.143451650686939,16
93,1.241456366257216e-4,0.05598188451377532,1.1434879041251524,16
94,0.009145395231428157,0.05044779503457658,1.092765381463548,16
95,0.003062259036767799,0.04586210450376172,1.0907052143700364,16
97,0.006110724113910519,0.04805096641831336,1.0925973981447894,16
99,0.012166272389320717,0.05308362161517356,1.0948342877890442,16
105,0,0.06670664068355568,1.541028573981243,16
106,0.009145395231428157,0.06898155324755852,1.2021083761177387,15
112,0,0.06250877932293862,1.1561717673575165,9
113,0.006110724113910519,0.06474610795867888,1.097510106686809,10
115,0.02411184142464015,0.05175020351203628,1.1479308242205295,8
116,0.02706374878440731,0.05446089829886183,1.1502830734312375,8
122,0,0.04486791691873362,1.0484146673244368,8
125,0.009145395231428157,0.04926381047271117,1.192288574294164,8
128,0,0.057352751643253,1.0462638661937653,10
129,0,0.29411764705882354,1.0464468958232611,1
136,0.006110724113910519,0.046975614905520956,1.0948452769878256,8
139,4.8278858687780624e-5,0.5,1.143514163261778,4
140,0.003062259036767799,0.0469706565336711,1.141630376532577,8
141,0,0.06820968730839976,1.107749031114542,12
144,6.896979812540089e-6,1,1.0887328154935947,3
145,6.20728183128608e-5,0.4,1.0952298156289304,1
146,0,0.29411764705882354,1.0464468958232611,1
153,0.012166272389320717,0.05407047387606318,1.0948325783453066,12
154,0,0.04452671602961777,1.0462550149171688,12
157,0.015173355587588195,0.05709520143700282,1.1434114141870535,12
159,0.003062259036767799,0.0448814926878467,1.090800714970889,8
163,0.009145395231428157,0.04926381047271117,1.1456754453288964,8
165,0,0.2857142857142857,1.0462550076351531,6
169,6.20728183128608e-5,0.5,1.092670175583697,6
170,5.517583850032071e-5,0.46153846153846156,1.0925933533323773,6
172,3.4484899062700445e-5,0.375,1.090705042527138,6
174,0,0.5,1.046251454494292,17
175,3.4484899062700445e-5,0.375,1.090705042527138,6
176,1.3793959625080178e-5,0.75,1.0906212585467194,17
185,0.015173355587588195,0.07275997383911054,1.3392058997696707,2
188,5.517583850032071e-5,0.46153846153846156,1.0925933533323773,6
190,0.003062259036767799,0.06671664167916042,1.5844452741708015,16
191,0,0.06914232442510876,1.1637495407145595,10
192,0,0.030759659915670146,1.0462550226090115,18
197,0.006110724113910519,0.04885814668423364,1.0925973950593,12
198,0.009145395231428157,0.051338255652976464,1.0927653088379992,12
200,1.1035167700064142e-4,0.5555555555555556,1.1990967850833267,1
201,0.003062259036767799,0.04438460003989627,1.0907091207084647,8
202,0,0.05055669166098614,1.0484065148104618,9
204,0.003062259036767799,0.060684576571662346,1.0909025742090843,15
205,0,0.05722000771505722,1.0462633846290244,15
